subcategory,order_id,name,description,cost,image,availability
2,2,"Шоколад Cachet черный 54%, какао с миндалем 300г. (Бельгия)","Cachet Dark Almond – это потрясающий шоколад, который завоюет сердце каждого. Компания Cachet успешно занимается изготовлением шоколадной продукции на протяжении длительного времени, поэтому в замечательном качестве изготовляемой продукции, можно не сомневаться.

Особое внимание к себе заслуживает нежный вкус и богатый аромат шоколада. Для достижения нужных вкусовых и ароматных качеств, специалисты используют исключительно высококачественные и натуральные ингредиенты, что делает их продукцию намного вкуснее и полезней. Стоит отметить о наличии важных витаминов и минералов, которые содержаться в шоколаде, всего несколько кусочков шоколада, смогут наполнить Ваш организм полезными веществами!",120,/food/chocolate/CASHET-Cacao.jpg,true
2,3,"Шоколад Cachet молочный, с миндалем 300г. (Бельгия)","Молочный шоколад Cachet с содержанием какао не менее 32% будет по вкусу даже самому искушенному гурману. Изысканное лакомство, изящно сочетающее в себе вкус молочных сливок, аромат какао, изюм и хрустящий дробленный миндаль. А большая фирменная упаковка позволяет побаловать как себя, так и своих близких настоящим бельгийским шоколадом.

Вес: 300 г

Состав: 32% какао.

Происхождение: Бельгия.",120,/food/chocolate/CASHET-almondsRaisins.jpg,true
2,4,"Шоколад Cachet молочный, с карамелью и морской солью 300г. (Бельгия)","Cachet Milk Chocolate 32% with Salted Caramel - превосходный бельгийский шоколад премиум-класса с необычным сочетанием карамели и морской соли. Что произойдет, если смешать тонкий аромат морской соли и нежную карамель? Вы получите настоящий взрывной восторг от неповторимого вкуса! Легкий привкус морской соли деликатно подчеркивает вкус сладкой карамели и насыщает шоколад изысканным оригинальным ароматом. Milk Chocolate Caramel & Sea salt Cachet дарит безупречные вкусовые ощущения благодаря высокому качеству продукта. Натуральный молочный шоколад по достоинству оценят настоящие гурманы.",120,/food/chocolate/CASHET-SeaSalt.jpg,true
2,5,"Шоколад Cachet молочный, какао с фундуком 300г. (Бельгия)","Бельгийский шоколад премиум класса Cachet (Кашет) молочный 32 % какао с фундуком. Наслаждаясь этим шоколадом вы, незаметно для себя, окажетесь в шоколадном раю!!!

Cachet milk chocolate Hazelnut 300 гр. Кашет молочный шоколад с фундуком - высококачественный Бельгийский молочный шоколад премиум класса с лесными орехами (фундуком). Сам по себе молочный шоколад очень вкусный и богатый на полезные вещества, укрепляющие здоровье, а в сочетании с фундуком – это витаминный микс который насытит взбодрит и поднимет настроение.",120,/food/chocolate/CASHET-Chocolat.jpg,true
2,6,Шоколад Cachet Milk молочный 300г. (Бельгия),"Cachet Milk - превосходный бельгийский шоколад премиум-класса, который сочетает в себе  одновременно сенсацию и изысканность. Попробуйте великолепный молочный шоколад  и ощутите всю симфонию вкусов, который несомненно принесет незабываемые ощущение и чувство восторга. Натуральный молочный шоколад по достоинству оценят настоящие гурманы. Презентабельная упаковка весом 300 гр может служить достойным подарком любимому и близкому человеку.",120,/food/chocolate/CASHET-milk.jpg,true
2,7,Шоколад Schogetten Trilogia Strawberry 100г. (Германия),"Немецкий шоколад Schogetten Trilogia Strawberry 100 г - безупречное сочетание молочного и белого шоколада с восхитительным клубничным слоем.

Особенностью этого шоколада также является то, что он состоит из 18 отдельных кусочков, а не изготовлен цельной плиткой.

Теперь кушать шоколад стало еще вкуснее, кусочек за кусочком!",30,/food/chocolate/SchogottenTrilogiaStrawberry.jpg,true
2,8,Шоколад Schogetten Stracciatella 100г. (Германия),"Schogetten Stracciatella, 100 г - это белый и черный шоколад с добавлением измельченных зерен какао-бобов.
Шоколад Schogetten изготавливается, начиная с 1857 года.
Вкус шоколада Schogetten Stracciatella невероятно насыщенный, напоминает классическое итальянское мороженое.
Измельченные кусочками кофейные зерна приятно хрустят и придают шоколадному десерту немного горчинки.
В Schogetten Stracciatella входит: белого шоколада (71%) крупинки какао-бобов (4%), горького шоколада (25%).",30,/food/chocolate/SchogottenStracciatella.jpg,true
2,9,Шоколад Schogetten Caramel 100г. (Германия),"Schogetten Caramel Brownie, 100 г - великолепный молочный альпийский шоколад с нежной карамельной начинкой и кусочками хрустящего какао.

Производство шоколада Шогеттен берет начало в 1857 года.
В процессе изготовления шоколада Schogetten используются только натуральные компоненты высокого качества.
Все этапы производства проходят строгий немецкий контроль.

В коробке с шоколадом Schogetten упаковано 18 сладких квадратиков, сложенных в целую плитку шоколада, что позволяет поделить вкусным лакомством с друзьми и получить незабываемые ощущения от нежнейшего вкуса.

Молочный шоколад с кремовой начинкой (31%) с кусочками какао (1,1%) и вкраплениями карамели (1,1%).

В составе: какао-масло, сахар, пальмовое масло, сливки (от молока), молоко-порошок, тертое какао тертое, сладкий сывороточный порошок (от молока), карамель (1,1%): сахар, какао-масло, пальмовое масло, глюкоза сироп, весь молочный порошок, масло, миндаль, лактоза, соль, натуральный ароматизатор, экстракт ванили бурбон, эмульгаторы (соевый лецитин, лецитин подсолнечника), кокосовый жир, пшеничная мука, молочный жир (от молока), эмульгатор (соевый лецитин), натуральный ароматизатор, ванильный экстракт, крахмал пшеницы, морская соль, разрыхлители (гидрокарбонат натрия, гидрокарбонат аммония).

Молочный шоколад содержит - какао в сухом остатке: 30% минимум.
Может содержать следы арахиса, других орехов и яйца.
",30,/food/chocolate/SchogottenCaramel.jpg,true
2,10,Шоколад Schogetten Latte Macchiato 100г. (Германия),"Шоколад Schogetten Latte Macchiato 100 г – На тот случай если под рукой не оказалось чашки кофе, вам пригодится эта шоколадки. Schogetten Латте, с молочным альпийским шоколадом и двойной начинкой: с кофейной (24%) и сливочной (12%). Официальный заменитель кофе для тех, кто в дороге или офисе.",30,/food/chocolate/SchogottenLatteMacchiato.jpg,true
2,11,Шоколад Schogetten Praline Noisettes 100г. (Германия),Шоколад Schogetten Praliné Noisettes Nougat 100 г – Молочный шоколад с удивительным сочетание орехового пралине и нуги от немецкого производителя Schogetten способно скрасить ваш завтрак за чашечкой капучино или даже эспрессо.,30,/food/chocolate/SchogottenPralineNoisettes.jpg,true
2,12,Шоколад Schogetten Yoghurt Strawberry 100г. (Германия),"В процессе изготовления шоколада Schogetten используются только натуральные компоненты высокого качества. Все этапы производства проходят строгий немецкий контроль. В коробке с шоколадом Schogetten упаковано 18 сладких квадратиков, сложенных в целую плитку шоколада, что позволяет поделить вкусным лакомством с друзьми и получить незабываемые ощущения от нежнейшего вкуса.",30,/food/chocolate/SchogottenYoghurt-strawberry.jpg,true
2,13,"Шоколад Schogetten Black & White, 100г. (Германия)","Черно-белый шоколад Schogetten 100 г является настоящей новинкой в ассортименте продукции немецкой компании, занимающейся производством и разработкой рецептуры шоколада Schogetten. Прежде всего, этот вид шоколада предполагает соединение нежного ванильного крема c кусочками печенья Oreo, которое успело полюбиться многим ценителям вкусностей. Такое неожиданное сочетание стало настоящий открытием для тех, кто занимается организацией детских праздников и уютных домашних вечеринок.",30,/food/chocolate/SchogottenBlack&White.jpg,true
2,14,Шоколад Studentska Малина Молочный 180г.,"Шоколад Studentska Pecet Malina (Студентська Печать Малина) 180g. ― шоколадка з вмістом желе малини, вже давно стала предметом хорошого тону і бажаним частуванням. Це і не дивно, адже Студентська шоколадка з'явилася на ринку вже більше 40 років тому.",50,/food/chocolate/studentska-malin.jpg,true
2,15,Шоколад Studentska Груша Молочный  180г.,"Studentska  груша – это удивительно вкусный молочный шоколад с слегка кисленькими кусочками груши , поджаренным до золотистого цвета арахисом.",50,/food/chocolate/studentska-pear.jpg,true
2,16,Шоколад Studentska Вишня Молочный  180г.,"Studentska  вишня – это удивительно вкусный молочный шоколад с слегка кисленькими кусочками сушеной вишни, поджаренным до золотистого цвета арахисом и засахаренным вишнёвым  желе. ",50,/food/chocolate/studentska-visna.jpg,true
2,17,Шоколад Studentska Кокос Молочный  180г.,"Studentska кокос– это удивительно вкусный молочный шоколад с кусочками ароматного кокоса поджаренным до золотистого цвета арахисом и кокосовым желе. Попробуйте, он великолепен как снаружи, так и внутри.",50,/food/chocolate/studentska-kokos.jpg,false
2,18,Шоколад Studentska Черный с изюмом и арахисом   180г.,Натуральные компоненты и ароматизаторы. Состав: темный шоколад – 64%(какао продуктов – 39%); арахис- 12%; желе -12%; изюм – 12%. Производится в Чехии.,50,/food/chocolate/studentska-horka.jpg,true
2,19,Шоколад Alpinella Bakaliowa молочный с орехом и изюмом 90г. (Польша),"Молочный шоколад Alpinella Bakaliowa с орехом и изюмом обладает невероятным вкусом и нежной текстурой, благодаря которой просто тает во рту. Он не оставит равнодушным ни одного сладкоежку. Изготовлен за классической рецептурой и из отборных какао-бобов. Кроме того, польза этого десерта неоценима. Шоколад – источник таких полезных веществ как фтор, калий и кальций, которые так необходимы для нашего организма. Alpinella Bakaliowa оставит за собой приятное сладко-ореховое послевкусие и отличное настроение на весь день.",18,/food/chocolate/alpinellaBakaliowa.jpg,true
2,20,Шоколад Alpinella Arachidowa (молочный с арахисом) 90г. (Польша),"Молочный шоколад Alpinella Arachidowa с арахисом обладает невероятным вкусом и нежной текстурой, благодаря которой просто тает во рту. Он не оставит равнодушным ни одного сладкоежку. Изготовлен за классической рецептурой и из отборных какао-бобов. Кроме того, польза этого десерта неоценима. Шоколад – источник таких полезных веществ как фтор, калий и кальций, которые так необходимы для нашего организма. Alpinella Arachidowa оставит за собой приятное ореховое послевкусие и отличное настроение на весь день.",18,/food/chocolate/alpinellaArachidowa.jpg,true
2,21,"Шоколад Alpinella Gorzka Dark (черный, горький) 90г. (Польша)","Черный шоколад должен входить в рацион каждого человека, как средство профилактики сердечно-сосудистых заболеваний. Вещества, которые входят в состав шоколада, препятствуют образованию тромбов в сосудах сердца и мозга.",18,/food/chocolate/alpinellaDark.jpg,true
2,22,Шоколад Alpinella Mleczna (молочный)  90г. (Польша),"Классический молочный шоколад Альпинелла Млечна.

Молочный шоколад ― прекрасный , самостоятельный десерт к чаю. Отличный шоколад, который порадует Вас своим вкусом.
Шоколад всегда поднимает настроение, по-этому держите его всегда под рукой",18,/food/chocolate/alpinellaMleczna.jpg,true
2,23,Шоколад Alpinella Toffi (с начинкой тоффи) 90г. (Польша),"Польский молочный шоколад Alpinella Toffi – это нежнейшее сочетание сладкого, тающего шоколада и вкуснейшей мягкой начинки тоффи. Тоффи – это мягкая масса, которая напоминает густую пасту. Используется как начинка для конфет и прочих сладостей. Также тоффи часто используют как основу для конфеты или как самостоятельные сладости, предварительно разрезав на порционные кубики или плитки. Готовят тоффи из сгущенного молока, сливочного масла, сахара и воды, которое специально уваривают до густого, тягучего состояния. Тоффи – это одна из разновидностей ириса. Поэтому, любители карамельных и ирисовых начинок обязательно будут покорены.",18,/food/chocolate/alpinellaToffi.jpg,true
2,24,Шоколад Alpinella Truskowa Strawberry (клубника) 90г. (Польша),"Обезжиренный молочный шоколад с клубничной начинкой. Вкуснейший десерт к.  Шоколад имеет интенсивный, насыщенный вкус которого дарит романтическое настроение.",18,/food/chocolate/alpinellaTruskawkowym.jpg,true
2,25,Шоколад Alpinella Mietowa (Мята) 90г. (Польша),"Прекрасный молочный шоколад с мятной начинкой. Шоколад удивит своим необычным вкусом. Шоколад  благоприятно действуют на организм, улучшая память и заряжая энергией на весь день.",18,/food/chocolate/alpinellaMietowym.jpg,true
2,26,Шоколад Delicadore Латте Макиато 200г. (Польша),"Шоколад Delicadore Latte Macchiato 200 г.
Нежный, легко тающий молочный шоколад с кофейной начинкой.

Нежный наполнитель, раскрывается кофейным вкусом идеально оттеняющим нежный молочный шоколад.",45,/food/chocolate/delicadoreLatte.jpg,true
2,27,Шоколад Delicadore Клубника 200г. (Польша),"Шоколад Delicadore Клубника - порционный классический молочный шоколад, состоящий из 12 минишоколадок. Имеет впечатляющий презентабельный вид. Вкус нежный, молочный с клубнично-йогуртовой начинкой. Отличный презент и вкусный десерт.",45,/food/chocolate/delicadoreStrawberyy.jpg,true
2,28,Шоколад Delicadore Лесной орех 200г. (Польша),"Черный шоколад «Лесной орех» Delicadore Hazelnut — порционный классический черный шоколад, состоящий из 12 минишоколадок. Имеет впечатляющий презентабельный вид. Вкус выраженный шоколадный с приятным вкусом фундука. Отличный презент и вкусный десерт.",45,/food/chocolate/delicadoreHazelnut.jpg,true
2,29,Шоколад Delicadore Малиновый чизкейк 200г. (Польша),"Шоколад Delicadore Малиновый чизкейк —  c двойной начинкой из малины и чизкейка. Отличный презент и вкусный десерт, состоящий из 11 стиков. Очень вкусный шоколад с насыщенным ароматом и начинкой вкуса творожно-малинового пирога. Темный шоколад считается наиболее полезным, так как содержит мало сахара и много натурального какао.",45,/food/chocolate/delicadoreRaspBerry.jpg,false
2,30,Шоколад Dolciando Cioccolato Extra Fondente 500г.,"Dolciando Cioccolato Extra Fondente  - Экстра черный шоколад, один из самых лучших шоколадов Италии. Известен он стал из за своего количества какао. Количество какао в нем не менее 49%. Горький шоколад должен присутствовать в организме каждого человека, для того чтоб не было сердечнососудистых проблем. Горький шоколад содержит в себе антибактериальные качества.",100,/food/chocolate/dolciandoCioccolato.jpg,true
2,31,"Шоколадная паста NUSS Milk, какао-ореховая, 400г. (Германия)","Nuss Milk Kakaowo-Orzechowy Krem — какао-ореховая шоколадная паста. Паста из шоколадного крема со вкусом молочного шоколада и орехов фундука. Продукт не имеет в составе красителей и консервантов. Очень вкусный десерт из Польши с насыщенным орехово-шоколадным вкусом.

Этот десерт помимо превосходных вкусовых качеств, обладает еще и полезными свойствами. Ведь в составе крема содержится множество антиоксидантов, позволяющих нашему организму сохранить тонус и свежесть. Кроме того, какао улучшает настроение, и заряжает позитивом на целый день.

Паста Nuss Milk превосходно подойдет для семейного завтрака. Нанесите ее на хлеб, булочку, печенье, тосты или блинчики, и вместе с чашечкой чая, сделает обычный завтрак настоящим пиршеством. Продукт упакован в компактную стеклянную банку со специальной крышечкой. Крышка плотно закрывает даже уже вскрытую банку.",55,/food/chocolate/NUSSCreamGreen.jpg,true
2,32,"Шоколадная паста NUSS Milk, молочно-ореховая, 400г. (Германия)","Nuss Milk Krem — это шоколадная крем-паста со вкусом ореха, польского производства. NussMilk​ имеет в составе много полезных витаминов и минералов, делая Ваш завтрак не только вкусным, но и очень полезным. В производстве шоколадной пасты Nuss Milk, используются только качественные и натуральные ингредиенты. Это свидетельствует о высоком качестве данной продукции.

Смесь получается с очень мягкой и нежной текстуру, поэтому легко намазывается на все хлебобулочные и кондитерские изделия. Самый лучший вариант употребления пасты, вместе с хлебом или булочкой, кроме того, пасту можно наносить на блинчики, печенье или тосты. Бренд Nuss Milk принадлежит к самой популярной в Польше сети продуктовых маркетов «Biedronka».",55,/food/chocolate/NUSSCreamBrown.jpg,true
2,33,"Шоколадная паста Chocofini, с шоколадно-ореховым вкусом, 400г. (Польша)","Шоколадная паста с ореховым вкусом отлично подойдёт к печенью и выпечке, а особенно вкусна с блинчиками или оладьями. Приятное сочетание шоколадного и орехового вкуса точно придётся по душе тем, кто любит дополнить свою чашку кофе или чая шоколадным десертом.",40,/food/chocolate/ChocofiniGreen.jpg,true
2,34,"Шоколадная паста Chocofini, со вкусом шоколада, 400г. (Польша)","Шоколадная паста отлично подойдёт к печенью и выпечке, а особенно вкусна с блинчиками или оладьями. Приятный шоколадный вкус точно придётся по душе тем, кто любит дополнить свою чашку кофе или чая шоколадным десертом.",40,/food/chocolate/ChocofiniBrown.jpg,true
2,35,Печенье Oreo Original 176г.,"Легендарное печенье c нежным ванильным кремом, заключенным между двумя шоколадными слоями печенья.
4 пачки в коробке",40,/food/chocolate/oreoOriginal.jpg,true
2,36,Халва Chałwa sezamowa Magnetic шоколад/ваниль 100г.,,20,/food/chocolate/chatwaSezamowa.jpg,false
2,37,Шоколадные конфеты Monti 240г. (Польша),"Арахис в шоколадной глазури Monti – это прекрасный выбор для каждого. Вкуснейшее лакомство, от которого будет без ума, как дети, так и взрослые. Мы обязаны Вас предупредить, что попробовав всего одну конфету, Вы больше не остановитесь, пока не съедите целую упаковку. В чем же секрет такого потрясающего успеха?

В первую очередь нужно обратить внимание на высококачественный арахис, который используется на предприятии. Арахис выращивается на собственных плантациях компании под строгим контролем специалистов.  Нежнейшая шоколадная глазурь покрывает тонким слоем арахис, что в целом создает божественную общую картину. Хотим отметить, что арахис это не только вкусно, но и очень полезный продукт для нашего здоровья, так как в нем содержится большое количество полезных жиров и витаминов. Порадуйте себя вкуснейшим лакомством!",40,/food/chocolate/candyMonti.jpg,true
2,38,Желейные конфеты Candi 200г. (Польша),,35,/food/chocolate/candyTropiki.jpg,false
2,39,Желейка Haribo Zlote Misie 160г.,"Конфеты жевательные Золотой Мишка – жевательный мармелад с фруктовыми вкусами в форме миленьких разноцветных мишек. Эта форма – абсолютная классика, которой исполнилось уже больше чем 90 лет.",30,/food/chocolate/hariboZtoteMisie.jpg,false
2,40,Желейные конфеты Тролли бургеры 500г. (50шт),,200,/food/chocolate/gommiCandy.jpg,false
2,41,Печенье Bontiki Pettit Beurre 400г.,"Вес: 400 грамм
Производитель: Bonitki
Страна: Польша",40,/food/chocolate/Bantiki.jpg,true
2,42,Печенье Hit Choco 220г.,"Balshen Hit Choko — это печенье с шоколадной прослойкой. Его можно по праву назвать классикой печенья Хит. Печенье очень вкусное, хрустящее печенье-сендвич с шоколадной прослойкой, которое просто тает во рту. Песочное печенье легко крошится, оно очень нежное и вкусное.

Что касается вкуса печенья Balshen Hit, то он просто божественный. Само печенье очень хрустящее, с нежным сливочным вкусом. А начинка, шоколадная, очень нежная и мягкая.",35,/food/chocolate/hits.jpg,true
2,43,Печенье Fiesta Markizy 300г.,"Такие сладости станут отличным дополнением к кружечке ароматного кофе или чая. Кондитерская фабрика находится в Польше, что сразу говорит нам о высшем качестве сладостей.",35,/food/chocolate/FiestaMerkizy.jpg,true
2,44,Сухарики Pano 120г.,"Польская компания «Pano» на сегодняшний день считается одним из лидеров на Европейском рынке. Такой популярности, сухари смогли получить успех благодаря свои потрясающим вкусовым качествам, а также натуральности. Для приготовления технологи использую только высококачественную муку, после выпечки, сухари проходят несколько этапов термической обработки, что придает им золотистый оттенок. В одной упаковке находится 120 грамм хлебных сухариков, которых Вам хватит, чтобы приготовить огромную порцию холодных закусок. Порадуйте себя и своих близких вкуснейшими блюдами. Производство находится в Польше. Для просмотра других продуктов от данного бренда, перейдите по ссылке ниже",25,/food/chocolate/pano.jpg,true
3,0,"Макароны Combino Snabbmakaroner, Рожки 500г. (Италия)","Макароны Combino Snabbmaccarona рожки 500 г Snabb makaroner — итальянские макаронные изделия в виде завёрнутых трубочек, сделанные из пшеницы твердых сортов. Макароны Combi noхороши в сочетании с овощами, соусами приготовленными на основе томата, мясом и морепродуктами. Паста Фузилли из твердых сортов пшеницы быстро и легко готовится в течение 10 минут. Страна производитель: Италия Время приготовления: 8 минут",35,/food/pasta/CombinoSnabbmakaroner.jpg,true
3,1,"Макароны Combino Fusilli, Спиральки 500г. (Италия)","Фузи́лли (итал. fusilli — маленькие спиральки) — классические итальянские макаронные изделия в виде спирали из твердых сортов пшеницы. Название происходит от слова «fuso», с итальянского «веретено», с помощью которого пряли шерсть. Фузилли имеют широкое распространение прежде всего в северных районах Италии. Фузилли представляют три скрепленные вместе и закрученные по спирали лопасти шириной 0,65-1 см и длиной до 7 см, которые иногда ошибочно путают с пастой ротини. Для разнообразия фузилли окрашивают в различные цвета, например зелёный (экстрат шпината) или красный (экстрат свеклы) Благодаря своей форме они идеально удерживают на поверхности любой соус. Фузилли лучше всего подходят к соусам на основе мяса или сыра рикотта, но так же хороши в сочетании с овощными соусами, приготовленными на основе томатного соуса с баклажанами, сладким перцем, оливками и каперсами. Также фузилли прекрасно раскрывают свою индивидуальность в свежести салатов. Один из самых простых рецептов: смешать отваренные фузилли с томатной пастой и добавить специи по вкусу.",35,/food/pasta/CombinoFUSILLI.jpg,true
3,2,"Макароны Cоmbino Penne Rigate, Перо 500г. (Италия)","Пенне Ригате — один из самых любимых форматов пасты всего итальянского полуострова, для которого почти в каждом регионе своё название. Например, в Умбрии их называют «споле» (от ит. spole — челноки), а на юге — «малтальяти» (от ит. maltagliati — плохо нарезанные).

Пенне, как правило, готовятся до состояния «аль денте», а затем подаются с соусами. Пенне также часто добавляют в салаты и запеканки. «Al dente» (аль денте) — означает степень приготовления пасты, в переводе с итальянского языка (итал. Al dente) означает «на зубок». В состоянии Al dente макаронные изделия ещё достаточно твердые и не успели развариться. Для того, что бы добиться Al dente, следует придерживаться определенного времени приготовления. Обычно пасту варят указанное на упаковке время, но, чтобы она получилась Al dente, нужно варить на минуту меньше.

Не все макаронные изделия можно приготовить таким способом. Дело в том, что настоящую пасту изготовляют в Италии только из твердых сортов пшеницы, в которых содержится больше белка и клейковины, а значит и мука получается более плотной. Если паста приготовлена не из такой муки, то в процессе варки продукт разбухает и становится слишком мягким и липким. Так что для аль денте подходит паста только из твердых сортов пшеницы. Помимо пасты, Al dente может означать ещё и степень готовности риса в ризотто, и даже овощей.

Пенне Ригате отлично сочетаются с самыми разнообразными соусами, начиная от традиционных томатных или мясных, до более изобретательных и оригинальных, основанных на сочетании овощей и сыров. Они также прекрасно подходят для создания различных запеканок и с легкостью станут главным блюдом праздничного обеда. Изящная форма Пенне Ригате будет идеальна и для густых насыщенных блюд, как, например, в классическом рецепте пасты «Боскайола».
",35,/food/pasta/CombinoPenneRigate.jpg,true
3,3,"Спагетти Combino Spaghetti, 1кг. (Италия)","Combino Spaghetti — итальянские макаронные изделия в виде завёрнутых трубочек, сделанные из пшеницы твердых сортов.

Макароны Combi noхороши в сочетании с овощами, соусами приготовленными на основе томата, мясом и морепродуктами.

Несмотря на малую толщину, при приготовлении они не слипаются и не развариваются. Варятся всего 4 минуты, что относит их к скоро варящимся продуктам быстрого приготовления.",55,/food/pasta/CombinoSpaghetti.jpg,true
3,4,Макароны Pastani Farfalle (бантики) 500г.,"Фарфарелли называют макароны-бабочки или макароны-бантики. Свою популярность Farfalle заслужили привлекательной и изящной формой. Они прекрасно сочетаются практически со всеми продуктами и могут служить украшением блюд с мясом, рыбой, овощами и даже салатами. Пастани характеризуется присутствием клетчатки и сложных сахаров, белка, а вот жир в них практически отсутствует. Состав:  100% дурум. Изготовленная из твердых сортов пшеницы мука дурум используется при производстве макаронных изделий высшего качества. Макаронные изделия из муки дурум сохраняют форму, вкус и не слипаются.",30,/food/pasta/pastaniFarballe.jpg,true
3,5,Каша Kuskus Plony Natury 300г. (Польша),"Кускус – это крупа, наподобие манки, сделанная из обработанных специальным образом зерен пшеницы. С точки зрения кулинарии, кускус хорош ко всему, начиная от фруктов и овощей и заканчивая мясом, рыбой, морепродуктами и даже сладостями.

В готовом виде крупа, в отличие от манки, имеет рассыпчатую консистенцию и красивый золотистый оттенок.

Кускус – это вкусно, полезно, очень быстро готовится, сочетается с разными продуктами, нравится детям.

Полезные свойства крупы заключаются в наличии огромного количества витаминов и минералов. Она питательна, но при этом он достаточно легко усваивается в организме. Особенно рекомендуется употреблять данную кашу людям, активно занимающимся спортом. Как и в других видах зерновых продуктов в этой крупе есть клетчатка, очищающая кишечник от шлаков и помогающая избавиться от запоров. Все это, в свою очередь, благоприятно сказывается на работе пищеварительной системы в целом.",25,/food/pasta/kuskusPlonyNatury.jpg,false
4,0,Прошутто Prosciutto crudo Salumeo 1кг.,"Прошутто - в переводе с итальянского языка означает «окорок», то есть - это ветчина, сделанная из окорока, натертая вкусными пряностями и солью. Чтобы получить окорок очень высокого качества, под него специально откармливают свиней, которых кормят сочными каштанами, а также сывороткой, остающейся после производства сыра ""пармезан"". В основном для прошутто используют задние ноги свиньи, которые сначала проходят этап сухого засолки. Позже ноги вялять не менее десяти месяцев. В результате получаем сухое, твердое мясо с великолепным вкусом и ароматом. Прошутто категорически нельзя обрабатывать термически. Размер кусков в среднем от 1 кг и до 1,3 кг. Прошутто производят во многих итальянских городах, однако лучше его готовят в Парме. Этот мясной европейский продукт очень знаменитый в нашей Украине.",0,/food/sausageAndCheese/prshuto.jpg,false
4,1,"Колбаса Wedlin Kielbasa Zywiecka, 600г. (Польша)","Kraina Wedlin Zywiecka Kielbasa – ветчинно-рубленая колбаса высшего сорта «Живецкая». Это традиционная польская колбаса из натурального мяса. Żywiecka колбаса – изготовлена ​​из высококачественной свинины с ветчиной. В мясо добавляют специи и соль, его традиционно коптят дубовым ольховым дымом.

Изюминкой данной колбасы, является использование в рецептуре свинины трех видов. Согласно польской терминологии она принадлежит к категории полутвердых колбас. В результате сушки и копчения, продукт приобретает яркий аромат. Колбасу можно использовать в качестве нарезки на бутерброды, особенно с помидорами.",130,/food/sausageAndCheese/zywiecka.jpg,true
