id,name,description,cost,image,subcategory,availability
122,"Шоколадная паста NUSS Milk, молочно-ореховая, 400г. (Германия)","Nuss Milk Krem — это шоколадная крем-паста со вкусом ореха, польского производства. NussMilk​ имеет в составе много полезных витаминов и минералов, делая Ваш завтрак не только вкусным, но и очень полезным. В производстве шоколадной пасты Nuss Milk, используются только качественные и натуральные ингредиенты. Это свидетельствует о высоком качестве данной продукции.

Смесь получается с очень мягкой и нежной текстуру, поэтому легко намазывается на все хлебобулочные и кондитерские изделия. Самый лучший вариант употребления пасты, вместе с хлебом или булочкой, кроме того, пасту можно наносить на блинчики, печенье или тосты. Бренд Nuss Milk принадлежит к самой популярной в Польше сети продуктовых маркетов «Biedronka».",50,/food/2-chocolate/NUSSCreamBrown.jpg,2,true
123,"Шоколадная паста Chocofini, с шоколадно-ореховым вкусом, 400г. (Польша)","Шоколадная паста с ореховым вкусом отлично подойдёт к печенью и выпечке, а особенно вкусна с блинчиками или оладьями. Приятное сочетание шоколадного и орехового вкуса точно придётся по душе тем, кто любит дополнить свою чашку кофе или чая шоколадным десертом.",40,/food/2-chocolate/ChocofiniGreen.jpg,2,true
124,"Шоколадная паста Chocofini, со вкусом шоколада, 400г. (Польша)","Шоколадная паста отлично подойдёт к печенью и выпечке, а особенно вкусна с блинчиками или оладьями. Приятный шоколадный вкус точно придётся по душе тем, кто любит дополнить свою чашку кофе или чая шоколадным десертом.",40,/food/2-chocolate/ChocofiniBrown.jpg,2,true
125,Халва Chałwa sezamowa Magnetic шоколад/ваниль 100г.,,20,/food/2-chocolate/chatwaSezamowa.jpg,2,true
126,Шоколадные конфеты Monti 240г. (Польша),"Арахис в шоколадной глазури Monti – это прекрасный выбор для каждого. Вкуснейшее лакомство, от которого будет без ума, как дети, так и взрослые. Мы обязаны Вас предупредить, что попробовав всего одну конфету, Вы больше не остановитесь, пока не съедите целую упаковку. В чем же секрет такого потрясающего успеха?

В первую очередь нужно обратить внимание на высококачественный арахис, который используется на предприятии. Арахис выращивается на собственных плантациях компании под строгим контролем специалистов.  Нежнейшая шоколадная глазурь покрывает тонким слоем арахис, что в целом создает божественную общую картину. Хотим отметить, что арахис это не только вкусно, но и очень полезный продукт для нашего здоровья, так как в нем содержится большое количество полезных жиров и витаминов. Порадуйте себя вкуснейшим лакомством!",35,/food/2-chocolate/candyMonti.jpg,2,false
127,Желейные конфеты Candi 200г. (Польша),,35,/food/2-chocolate/candyTropiki.jpg,2,false
128,Желейка Haribo Zlote Misie 160г.,"Конфеты жевательные Золотой Мишка – жевательный мармелад с фруктовыми вкусами в форме миленьких разноцветных мишек. Эта форма – абсолютная классика, которой исполнилось уже больше чем 90 лет.",30,/food/2-chocolate/hariboZtoteMisie.jpg,2,true
129,Желейные конфеты Тролли бургеры 500г. (50шт),,200,/food/2-chocolate/gommiCandy.jpg,2,true
130,Печенье Bontiki Pettit Beurre 400г.,"Вес: 400 грамм
Производитель: Bonitki
Страна: Польша",35,/food/2-chocolate/Bantiki.jpg,2,true
131,Печенье Fiesta Markizy 300г.,"Такие сладости станут отличным дополнением к кружечке ароматного кофе или чая. Кондитерская фабрика находится в Польше, что сразу говорит нам о высшем качестве сладостей.",35,/food/2-chocolate/FiestaMerkizy.jpg,2,true
132,Сухарики Pano 120г.,"Польская компания «Pano» на сегодняшний день считается одним из лидеров на Европейском рынке. Такой популярности, сухари смогли получить успех благодаря свои потрясающим вкусовым качествам, а также натуральности. Для приготовления технологи использую только высококачественную муку, после выпечки, сухари проходят несколько этапов термической обработки, что придает им золотистый оттенок. В одной упаковке находится 120 грамм хлебных сухариков, которых Вам хватит, чтобы приготовить огромную порцию холодных закусок. Порадуйте себя и своих близких вкуснейшими блюдами. Производство находится в Польше. Для просмотра других продуктов от данного бренда, перейдите по ссылке ниже",24,/empty.jpg,2,false
133,"Макароны Combino Snabbmakaroner, Рожки 500г. (Италия)","Макароны Combino Snabbmaccarona рожки 500 г Snabb makaroner — итальянские макаронные изделия в виде завёрнутых трубочек, сделанные из пшеницы твердых сортов. Макароны Combi noхороши в сочетании с овощами, соусами приготовленными на основе томата, мясом и морепродуктами. Паста Фузилли из твердых сортов пшеницы быстро и легко готовится в течение 10 минут. Страна производитель: Италия Время приготовления: 8 минут",35,/food/3-pasta/CombinoSnabbmakaroner.jpg,3,true
134,"Макароны Combino Fusilli, Спиральки 500г. (Италия)","Фузи́лли (итал. fusilli — маленькие спиральки) — классические итальянские макаронные изделия в виде спирали из твердых сортов пшеницы. Название происходит от слова «fuso», с итальянского «веретено», с помощью которого пряли шерсть. Фузилли имеют широкое распространение прежде всего в северных районах Италии. Фузилли представляют три скрепленные вместе и закрученные по спирали лопасти шириной 0,65-1 см и длиной до 7 см, которые иногда ошибочно путают с пастой ротини. Для разнообразия фузилли окрашивают в различные цвета, например зелёный (экстрат шпината) или красный (экстрат свеклы) Благодаря своей форме они идеально удерживают на поверхности любой соус. Фузилли лучше всего подходят к соусам на основе мяса или сыра рикотта, но так же хороши в сочетании с овощными соусами, приготовленными на основе томатного соуса с баклажанами, сладким перцем, оливками и каперсами. Также фузилли прекрасно раскрывают свою индивидуальность в свежести салатов. Один из самых простых рецептов: смешать отваренные фузилли с томатной пастой и добавить специи по вкусу.",35,/food/3-pasta/CombinoFUSILLI.jpg,3,true
135,"Макароны Cоmbino Penne Rigate, Перо 500г. (Италия)","Пенне Ригате — один из самых любимых форматов пасты всего итальянского полуострова, для которого почти в каждом регионе своё название. Например, в Умбрии их называют «споле» (от ит. spole — челноки), а на юге — «малтальяти» (от ит. maltagliati — плохо нарезанные).

Пенне, как правило, готовятся до состояния «аль денте», а затем подаются с соусами. Пенне также часто добавляют в салаты и запеканки. «Al dente» (аль денте) — означает степень приготовления пасты, в переводе с итальянского языка (итал. Al dente) означает «на зубок». В состоянии Al dente макаронные изделия ещё достаточно твердые и не успели развариться. Для того, что бы добиться Al dente, следует придерживаться определенного времени приготовления. Обычно пасту варят указанное на упаковке время, но, чтобы она получилась Al dente, нужно варить на минуту меньше.

Не все макаронные изделия можно приготовить таким способом. Дело в том, что настоящую пасту изготовляют в Италии только из твердых сортов пшеницы, в которых содержится больше белка и клейковины, а значит и мука получается более плотной. Если паста приготовлена не из такой муки, то в процессе варки продукт разбухает и становится слишком мягким и липким. Так что для аль денте подходит паста только из твердых сортов пшеницы. Помимо пасты, Al dente может означать ещё и степень готовности риса в ризотто, и даже овощей.

Пенне Ригате отлично сочетаются с самыми разнообразными соусами, начиная от традиционных томатных или мясных, до более изобретательных и оригинальных, основанных на сочетании овощей и сыров. Они также прекрасно подходят для создания различных запеканок и с легкостью станут главным блюдом праздничного обеда. Изящная форма Пенне Ригате будет идеальна и для густых насыщенных блюд, как, например, в классическом рецепте пасты «Боскайола».
",35,/food/3-pasta/CombinoPenneRigate.jpg,3,true
136,"Спагеттi Combino Spaghetti, 1кг. (Италия)","Combino Spaghetti — итальянские макаронные изделия в виде завёрнутых трубочек, сделанные из пшеницы твердых сортов.

Макароны Combi noхороши в сочетании с овощами, соусами приготовленными на основе томата, мясом и морепродуктами.

Несмотря на малую толщину, при приготовлении они не слипаются и не развариваются. Варятся всего 4 минуты, что относит их к скоро варящимся продуктам быстрого приготовления.",55,/food/3-pasta/CombinoSpaghetti.jpg,3,true
137,Каша Kuskus Plony Natury 300г. (Польша),"Кускус – это крупа, наподобие манки, сделанная из обработанных специальным образом зерен пшеницы. С точки зрения кулинарии, кускус хорош ко всему, начиная от фруктов и овощей и заканчивая мясом, рыбой, морепродуктами и даже сладостями.

В готовом виде крупа, в отличие от манки, имеет рассыпчатую консистенцию и красивый золотистый оттенок.

Кускус – это вкусно, полезно, очень быстро готовится, сочетается с разными продуктами, нравится детям.

Полезные свойства крупы заключаются в наличии огромного количества витаминов и минералов. Она питательна, но при этом он достаточно легко усваивается в организме. Особенно рекомендуется употреблять данную кашу людям, активно занимающимся спортом. Как и в других видах зерновых продуктов в этой крупе есть клетчатка, очищающая кишечник от шлаков и помогающая избавиться от запоров. Все это, в свою очередь, благоприятно сказывается на работе пищеварительной системы в целом.",25,/food/3-pasta/kuskusPlonyNatury.jpg,3,true
138,Прошутто Prosciutto crudo Salumeo 1кг.,"Прошутто - в переводе с итальянского языка означает «окорок», то есть - это ветчина, сделанная из окорока, натертая вкусными пряностями и солью. Чтобы получить окорок очень высокого качества, под него специально откармливают свиней, которых кормят сочными каштанами, а также сывороткой, остающейся после производства сыра ""пармезан"". В основном для прошутто используют задние ноги свиньи, которые сначала проходят этап сухого засолки. Позже ноги вялять не менее десяти месяцев. В результате получаем сухое, твердое мясо с великолепным вкусом и ароматом. Прошутто категорически нельзя обрабатывать термически. Размер кусков в среднем от 1 кг и до 1,3 кг. Прошутто производят во многих итальянских городах, однако лучше его готовят в Парме. Этот мясной европейский продукт очень знаменитый в нашей Украине.",395,/food/4-SausageAndCheese/prshuto.jpg,4,true
139,"Сыр Lactima (cheddar, mozzarella, toast)","1. Тостерный сыр типа cheddar.
2. Тостерный сыр типа mozzarella.
3. Тостерный сыр типа toast.

Сыр плавленый тостерный в ломтиках – натуральный продукт, который производится при помощи современных технологий из старательно отобранного сырья. Предназначен для широкого круга потребителей, за исключением лиц с аллергией на молочный белок и лактозу. Каждый ломтик сыра индивидуально упакован в пленку, является большим облегчением в приготовлении бутербродов как дома, так и на открытом воздухе. Ломтики можно использовать для приготовления тостов и закусок.

Упаковка имеет особую функцию - возможность многократно открываться и закрываться, что способствует сохранению свежести продукта. Изысканный вкус, а также высокие питательные свойства, способствуют большой популярности сыра на протяжении уже многих лет как среди местных потребителей, так и за рубежом.",27,/food/4-SausageAndCheese/lactimaCHEESE.jpg,4,true
140,Сыр Ser Gouda 1кг. (Польша),"Гауда - сыр голландского типа с мягким вкусом и эластичной мякотью. Отлично подходит для салатов, закусок и бутербродов.",195,/food/4-SausageAndCheese/cheeseSerGouda.jpg,4,true
141,"Оливковое масло Olio Extra Vergine di Oliva, 5л (Италия)","Olio extra vergine di oliva — это оливковое масло ресторанного типа. Масло можно добавлять в закуски, рагу, салаты, соусы и, конечно же, для жарки. Это итальянское масло имеет кислотность до 1%. Оливковое масло категории «Extra vergine» производится из спелых оливок способом холодного механического отжима. По технологии в нем должны отсутствовать любые консерванты и добавки. 

Натуральное и качественное масло должно иметь зеленоватый природный цвет. Масло великолепно подчеркнет и дополнит вкус всех Ваших блюд. Особенно актуально для заправки салатов, а также для готовки  и жарки рыбных и мясных блюд. Производитель — Olificio Ambruoso S. R. L.. Упаковка — пятилитровая банка. Сберегать Olio extra vergine di oliva нужно в прохладном помещении без доступа солнечных лучей.",315,/food/5-olive-oil/OlioExtraVergineDiOliva.jpg,5,true
142,"Оливки Vittoria, чистый вес 500г. (Италия)","Для гурманов и любителей оливок предлагаем натуральные зеленые оливки Vittoria высокого качества, принадлежащих к большому сорту с косточкой.

Итальянские зеленые оливки Vittoria обладают непревзойденным зеленым цветом, сочные, мясистые и имеют насыщенный вкус.

При изготовлении больших оливок не используют консервантов, красителей, усилителей вкуса. По качеству Vittoria должны быть плотные, мясистые и не разваливаться. Для того чтобы снизить концентрацию соли во вкусе нужно на некоторое время держать их в воде и потом промыть.
Обработка оливок Vittoria проходит обработку за методом замка Ветрано, то есть плоды срывают с деревьев и вымачивают в солевом растворе, после чего их упаковывают в вакуумную упаковку. Вымачивания оливок осуществляется для того, чтобы не было природной горечи, ведь сырую свежую оливку невозможно кушать.",75,/food/5-olive-oil/vittoria.jpg,5,true
143,Оливки El Toro Rojo черные без косточки Oliwki Czarne Drylowane 340г.,"Оливки El Toro Rojo черные — это оливки без косточек, которые делают из отборных плодов оливкового дерева, которые собираются только ручным способом. Все оливки марки El Toro Rojo проходят калибровку и освобождаются от косточек.",40,/food/5-olive-oil/olivkiblack.jpg,5,true
144,Оливки El Toro Rojo зеленые без косточки Oliwki Zielone Drylowane 340г.,"Оливки El Toro Rojo зеленые— это оливки без косточек, которые делают из отборных незрелых плодов оливкового дерева, которые собираются только ручным способом. Все оливки марки El Toro Rojo проходят калибровку и освобождаются от косточек.",40,/food/5-olive-oil/olivkiGreen.jpg,5,true
145,Тунец кусочками в масле Dripol 170г.,"Тунец Дрипол консервированный в растительном масле. Этот вид консервированной рыбы пользуется большим спросом и популярностью во всем мире. Тунец консервируют в собственном соку, оливковом или другом растительном масле. Его можно использовать в качестве самостоятельной закуски, которую можно дополнить и выгодно оттенить соком лимона, оливками и зеленью. Консервированную рыбу часто добавляют в овощные салаты или используют для приготовления начинок для пирогов и пиццы.",45,/food/6-seafood/tunetsOil.jpg,6,true
146,"Тунец Rio Mare Pescato A Canna в оливковом масле, 80г.","Тунец Rio Mare Pescata a Canna —  этот тунец выловлен с использованием традиционного метода без сетей, в открытом море. Вылавливают только самого молодого тунца — именно он имеет наиболее  тонкий вкус. Тунец — это здоровая природная пища, она легко усваивается, содержит насыщенные жирные кислоты (которые помогают бороться с холестерином), богата фосфором, что делает его идеальным для всей семьи.",50,/food/6-seafood/RioM.jpg,6,true
147,Икра красная горбуши Zarendom premium gold 500г,"Икра горбуши премиум класса. Отборное сырье. Бережная переработка сохраняет целым каждое зернышко. Для самых взыскательных клиентов.

Не содержит уротропин, глицерин, подсолнечное масло. Изготавливается по европейским технологиям.

Гарантией качества могут выступать немецкие стандарты!",985,/food/6-seafood/caviarGORBUSHA.jpg,6,true
148,Икра Кеты 250г. (Россия),"Красная икра кеты считается деликатесом во всем мире из-за превосходного вкуса и массы питательных веществ.

Икра всех лососевых рыб (кета, форель, кижуч, горбуша, нерка) одинакова по полезности и составу, однако отличается по вкусу, размеру и внешнему виду. Икра кеты занимает второе место (после икры рыбы чавыча, занесенной в Красную книгу) по размеру, диаметр ее икринок составляет 5-6 мм, а иногда достигает 9 мм.

Икринки кеты яркого желтовато-оранжевого оттенка правильной шарообразной формы, на свету в них просматривается пятнышко-зародыш. Благодаря своим характеристиками кетовая икра высоко ценится среди других видов красной икры.",650,/food/6-seafood/caviar025.jpg,6,false
149,Икра Кеты 500г. (Россия),"Красная икра кеты считается деликатесом во всем мире из-за превосходного вкуса и массы питательных веществ.

Икра всех лососевых рыб (кета, форель, кижуч, горбуша, нерка) одинакова по полезности и составу, однако отличается по вкусу, размеру и внешнему виду. Икра кеты занимает второе место (после икры рыбы чавыча, занесенной в Красную книгу) по размеру, диаметр ее икринок составляет 5-6 мм, а иногда достигает 9 мм.

Икринки кеты яркого желтовато-оранжевого оттенка правильной шарообразной формы, на свету в них просматривается пятнышко-зародыш. Благодаря своим характеристиками кетовая икра высоко ценится среди других видов красной икры.",1300,/food/6-seafood/caviar05.jpg,6,false
150,Икра щуки 500г. (Украина),"Икра щуки - это диетический продукт, который состоит из целого набора полезных микроэлементов и витаминов и пользуется высокой популярностью в виду своей распространенности и цены.

Польза щучьей икры для здоровья
Многие даже не задумываются о пользе икры щуки, прежде, чем ее купить, и очень зря, ведь по своему составу она смело может конкурировать даже со своими королевскими собратьями - красной и черной икорным продукцией.

Икра щуки имеет следующее воздействие на организм человека:

Благодаря содержанию витаминов групп A, B, D, E этот продукт оказывает положительное влияние на иммунную систему, насыщает клетки необходимыми минералами;
Восстанавливает нормальную работу сердца, центральной нервной системы, снимает стресс и раздражительность;
Высокое содержание йода и железа позволяет улучшить зрение, укрепить опорно-двигательный аппарат и скелет.",850,/food/6-seafood/pikeCaviar.jpg,6,false
151,Черная икра (Под заказ),"Стоимость:

0,100г. - 60$
0,250г. - 135$
0,500г. - 255$

Черная икра просто кладезь витаминов C, PP, B1, B2, B6, B9, A, D, Фтора и молибдена. Также отличается рекордной скоростью для повышения гемоглобина, что просто необходимо для неустанного продуцирования жизненной энергии.
В ней большое количество полиненасыщенных жирных кислот, востребованных организмом аминокислот, что способствует быстрому очищению клеток и их мембран от насыщенных жиров, токсических скоплений и свободных радикалов, также предупреждает атеросклероз.

Икру рекомендуют употреблять женщинам во время беременности, так как ее ключевые компоненты (Омега-3, Омега-6, фолиевая кислота) способствуют прогрессивному умственному развитию, полноценному формированию клеточных структур малыша в утробе. Также этот деликатес увеличивает уровень выработки коллагена, что помогает сохранить молодость и естественную красоту. Самые известные косметические компании применяют ее для своих продуктов по уходу за кожей.",0,/food/6-seafood/caviarBlack.jpg,6,true
152,"Обрезь филейной части лосося с/с, 500г.",,170,/food/6-seafood/FileLososa.jpg,6,false
153,"Фарш лососевый, без добавок 700г.",,135,/food/6-seafood/farshLososa.jpg,6,true
154,"Обрезь лосося копчёный, 500г.",,135,/food/6-seafood/obrezLososaKopchen.jpg,6,true
155,"Обрезь лосося (слайсами) с/с, 500г.",,135,/food/6-seafood/obrezLososaSlices.jpg,6,true
156,Крабовое мясо 500г.,,55,/food/6-seafood/crabMeet.jpg,6,true
157,"Мидии варено-мороженые, (размер 100/200, крупная), без льда, 400г.",,125,/food/6-seafood/midii.jpg,6,true
158,Креветка Азовская крупная 1кг.,"Креветка служит хорошим источником витамина В12 и жирорастворимых витаминов A, E и D. Креветки содержат легко усваиваемый организмом кальций, в них почти в сто раз больше органического йода, чем в говядине и столько же белка, все необходимые микроэлементы и витамины.",200,/food/6-seafood/azovCREVETKA.jpg,6,true
159,Креветка Канада 90x120 1кг.,"Холодноводная атлантическая креветка обитает в естественной среде, и на 100% является дикой. Атлантическая дикая креветка содержит хорошие дозы витамина А, кальция, калия, фосфора, что делает ее необходимым компонентом здорового рациона.",220,/food/6-seafood/canadaCREVETKA.jpg,6,true
160,Майонез Hellmann's Оригинальный 74% 420г.,"Майонез Hellmann's создан из натуральных компонентов и отличается ароматным вкусом. Консистенция майонеза густая и однородная. Майонез Hellmann's улучшит вкус многих салатов, отлично сочетается с мясными блюдами и птицей. С питательным майонезом можно приготовить вкусные запеканки, приготовить нежнейшую рыбу и много других блюд. Этот знаменитый во всем мире соус хорошо сочетается с хлебом и подходит для бутербродов. Ложечка майонеза Hellmann's способна значительно улучшить вкус супа. Майонез Hellmann's содержит омега жирные кислоты, и не содержит консервантов и клейковины. В майонезе нет холестерина и он не вызывает аллергии. Майонез достаточно калорийный, поэтому не нужно им злоупотреблять, баночки 420 г хватит надолго для всей семьи. 

Бренд Hellmann's известен во всем мире и имеет более 100 летнюю историю. Майонез Hellmann's производят из растительного масла, воды, яичных желтков, уксуса, сахара, горчицы и специй. Рецепт майонеза старинный и держится в секрете. Его автор – Ричард Хеллманн, который приготовил первый готовый майонез, который может долго хранится. ",55,/food/7-sauces/hellmanns.jpg,7,true
161,Приправа универсальная Rmix Przyprawa Uniwersalna,"Caneo Przyprawa Uniwersalna — универсальная приправа польского производства. Она используется для приготовления как первых, так и вторых блюд. В её состав входят: сушеная морковь, перец молотый, корень петрушки, сельдерей, соль, лук. Caneo — отличное сочетание вкуса и качества от европейского производителя.

Главным назначением приправы, является улучшение вкусовых, а также ароматических характеристик кулинарных изделий. Универсальная приправа подходит для самых разных блюд. Поспешите заказать этот продукт в нашем магазине. Ведь приправа Caneo станет отличным дополнением к Вашим фирменным блюдам. ",45,/food/7-sauces/RmixPrzyprawaUniwersalna.jpg,7,true
162,"Перец черный, молотый Pieprz-Czarny Mielony","Данный бренд известный во всех Европейских странах. Перец черный молотый Pieprz-Czarny Mielony собирается на лучших плантациях мира. После сбора, зернышка сразу же проходят термическую обработку в горячей воде. Тепловая обработка разрушает клеточную стенку перца, что ускоряет работу энизмов. После чего перец высушивается и стирается в порошок. В одной пачке находится 80 грамм. Он концентрированный и очень душистый. Перец считается полезной специей, так как в нем находятся такие витамины какА, С, Е, К и все группы В.",25,/food/7-sauces/pieprz.jpg,7,true
163,Фисташки Alesto 500г. (Германия),"Alesto Pistacchi, 500 гр - очень вкусные и полезные орешки, обжаренные и подсоленные.

Как известно, фисташки не только вкусный, но и очент питательный продукт.
Большая польза фисташек заключается в том, что этот продукт является экологически чистым, так как технология их обработки не предусматривает никакого постороннего вмешательства.
В фисташках Alesto содержатся витамины группы В, минерала: фосфор, медь, магний, калий, марганец, а также большое количество природных антиоксидантов, в том числе витамин Е, которые способствуют омоложению организма.
Фенольные соединения, которые содержатся в фисташках, способствуют росту и регенерации клеток, помогают сохранить организм молодым и здоровым.
Входящие в состав орехов лютеин и зеаксантин укрепляют зубы, скелет и кости в целом, и улучшают зрение.

Важным элементом, который содержится в фисташках, является клетчатка, которая помогает улучшить обмен веществ и оказывает положительное влияние на пищеварительную систему.

Жареные и подсоленные фисташки Alesto можно употреблять как самостоятельне блюдо, в качестве снэка к пиву и другим напиткам, а также как компонент для добавления в салаты и другие блюда.",295,/food/8-nuts/AlestoPistachios.jpg,8,true
164,Смесь орехов и изюма Aro Diakcsemege 200г. (Польша),"В состав ассорти из орешков и изюма входят: миндаль, арахис, кешью, бразильский орех, изюм (несколько видов). Все компоненты обладают полезными свойствами, поэтому очень полезны для Вас и для ваших детей. Aro Diakcsemege - отличный вариант для перекуса в школе, на работе и просто дома.",50,/food/8-nuts/aroDiakCsemege.jpg,8,false
165,"Арахис MOGYI Peanuts Roasted, in shell ",,30,/food/8-nuts/PEANUTS.jpg,8,true
166,"Арахис MOGYIi Peanuts Roasted, Salted 170г.","Арахис (другими словами земляной орех) на самом деле не имеет никакого отношения к орехам. Это полноценный представитель семейства бобовых. Название ему соответствует, поскольку для созревания завязи полностью погружаются в землю. В земляном орехе содержится множество витаминов, уникальных аминокислот и растительных жиров. Употребление арахиса способствует поддержанию нормального уровня сахара в крови. Многочисленные исследования показали, что арахис снижает риск возникновения инфаркта и других сердечно-сосудистых заболеваний. Также употребление арахиса способствует укреплению иммунной системы, помогает в борьбе с депрессивными состояниями. Стоит отметить, что в орехе содержится один из самых эффективных антиоксидантов.",65,/food/8-nuts/peanutsRoastedSalted.jpg,8,true
167,Хрустящая кукуруза MOGYI Mexicorn 70г.,Хрустящая обжаренная кукуруза со вкусами. Готов к употреблению. Идеально подходит как перекус в течении дня. Готов к употреблению. Идеально подходит как перекус в течении дня.,18,/food/8-nuts/mexicorn.jpg,8,true
168,Попкорн Mogyi Micro Pop с маслом 100г. (Венгрия),"Попкорн  Micro Pop Mogyi — это качественный попкорн от Венгерского производителя, для приготовления котрого  нужно всего-лишь открыть верхнюю упаковку и поставить его  в бумаге в микроволновую печь на 3 мин. И попкорн готов! Теперь Вам не нужно идти в кинотеатр для просмотра любимых фильмов, с  Micro Pop Mogyi вы можете это сделать дома, со своими родными или друзями  .

Попкорн очень богат на клетчатку, углеводы и белки, витамины В1 и В2. Воздушная кукуруза способна также выводить канцерогены и очищать кишечник. Вот такой вот очень полезный продукт!

Вес: 100гр.

Страна производитель: Польша",18,/food/8-nuts/microPopBUTTER.jpg,8,true
169,Попкорн Mogyi Micro Pop с сыром 100г. (Венгрия),"Попкорн  Micro Pop Mogyi — это качественный попкорн от Венгерского производителя, для приготовления котрого  нужно всего-лишь открыть верхнюю упаковку и поставить его  в бумаге в микроволновую печь на 3 мин. И попкорн готов! Теперь Вам не нужно идти в кинотеатр для просмотра любимых фильмов, с  Micro Pop Mogyi вы можете это сделать дома, со своими родными или друзями  .

Попкорн очень богат на клетчатку, углеводы и белки, витамины В1 и В2. Воздушная кукуруза способна также выводить канцерогены и очищать кишечник. Вот такой вот очень полезный продукт!

Вес: 100гр.

Страна производитель: Польша",18,/food/8-nuts/microPopCHEESE.jpg,8,true
